sample,bulk_density,particle_density,finalform
06-16219,1.1773344365526144,-0.28359818009475324,Pellets
06-16610,0.18320900586546027,0.21133936426211547,Granular
06-16611,0.08036844407023712,0.21789482842578184,Granular
06-16612,0.08036844407023712,0.21133936426211547,Granular
06-16963,0.14892881860038548,0.21133936426211547,Granular
06-16964,0.14892881860038548,0.22117256050761502,Granular
06-17251,0.14892881860038548,0.20478390009844183,Granular
06-17252,0.14892881860038548,0.22117256050761502,Granular
06-17253,0.320329754925757,0.2736162738169459,Granular
06-17254,0.49173069125112845,0.26378307757145364,Granular
06-17598,0.23462928676307124,0.21789482842578184,Granular
06-17599,0.320329754925757,0.21133936426211547,Granular
06-17600,0.33746984855829437,0.22772802467128136,Granular
06-17601,0.18320900586546027,0.208061632180275,Granular
06-18028,0.25176938039560864,0.23756122091678092,Granular
06-18029,0.33746984855829437,0.1916729717711091,Granular
06-18030,0.320329754925757,0.16872884719827683,Granular
06-18031,0.3717500358233679,0.1523401867891109,Granular
06-18912,0.49173069125112845,0.09989647347977272,Granular
06-18913,0.49173069125112845,0.11300740180710546,Granular
06-18915,0.49173069125112845,0.18183977552560956,Granular
06-18916,0.49173069125112845,0.14906245470727772,Granular
06-18917,0.49173069125112845,0.17856204344377638,Granular
06-18918,0.49173069125112845,0.16872884719827683,Granular
06-18919,0.320329754925757,0.0540082243341009,Granular
06-18920,0.14892881860038548,0.28344947006245275,Granular
06-18921,-0.022472117724986015,0.29983813047161867,Granular
06-18922,0.320329754925757,0.21133936426211547,Granular
06-19230,0.09750853770277451,0.14250699054360408,Granular
06-19231,0.20034909949799642,0.17200657928011,Granular
06-19232,0.21748919313053383,0.14906245470727772,Granular
06-19233,0.21748919313053383,0.1523401867891109,Granular
06-19234,0.3717500358233679,0.48011339497246547,Granular
06-19405,-0.7594961439240836,-0.08037879102107412,Powder
06-19406,-0.8623367057193061,0.008119975188429076,Powder
06-19573,0.320329754925757,0.23428348883494773,Granular
06-19575,0.14892881860038548,0.18183977552560956,Granular
06-19576,0.23462928676307124,0.25722761340778,Granular
06-19577,0.817392470269334,0.208061632180275,Granular
06-19578,0.7659721893717231,0.13922925846177092,Granular
06-20527,1.691537245528729,0.48666885913613184,Pellets
06-20528,1.691537245528729,0.8078866031558201,Pellets
06-20861,1.3487353728779858,0.06384142057960772,Pellets
06-20923,-0.5366749267011005,0.43750287790862685,Granular
06-21247,-0.1938730540503575,0.30639359463528504,Granular
06-21248,0.14892881860038548,0.3195045229626177,Granular
06-21249,-0.1938730540503575,0.33261545128995046,Granular
06-21250,0.14892881860038548,0.28344947006245275,Granular
06-21251,-0.03961221135752341,0.2900049342261191,Granular
07-00001,1.657257058263654,0.7816647465011474,Pellets
07-00372,-1.050877735677215,-0.7588693319606156,Granular
07-00373,-0.8794767993518435,-0.8047575811062874,Granular
07-00579,-1.2222786720025864,-0.6343155128509401,Granular
07-00947,-0.365273990375729,0.2244502925894409,Granular
07-01230,-0.365273990375729,0.27033854173511274,Granular
07-01231,-0.5366749267011005,0.3227822550444509,Granular
07-01234,-0.5366749267011005,-0.5359835503959374,Granular
07-01235,-1.050877735677215,0.6276113386549732,Granular
07-01236,-1.050877735677215,0.6243336065731401,Granular
07-01237,-1.050877735677215,0.6964437123734774,Granular
07-01607,-0.5366749267011005,0.021230903515769083,Powder
07-01608,-0.8794767993518435,0.06384142057960772,Powder
07-01847,-0.365273990375729,0.2441166850804473,Granular
07-01848,-0.5366749267011005,0.3227822550444509,Granular
07-01849,-0.708075863026472,0.34900411169912365,Granular
07-01850,-0.365273990375729,0.28017173798061956,Granular
07-01851,-0.5366749267011005,0.3162267908807846,Granular
07-01989,1.005933500227243,-0.28032044801292005,Pellets
07-02577,0.320329754925757,-0.6343155128509401,Granular
07-02579,-0.365273990375729,-0.6539819053419464,Granular
07-02806,-1.2222786720025864,0.6341668028186396,Granular
07-02807,-0.8794767993518435,0.6341668028186396,Granular
07-02810,-0.5366749267011005,0.7357764973554756,Granular
07-02811,-0.5366749267011005,0.6800550519643114,Granular
07-02818,0.320329754925757,0.1752843113619432,Granular
07-02819,0.320329754925757,0.13267379429811182,Granular
07-02899,0.6631316275764999,0.08350781307060681,Granular
07-02900,0.320329754925757,0.07039688474326682,Granular
07-02901,-0.022472117724986015,0.07695234890693317,Granular
07-02902,-0.022472117724986015,0.0540082243341009,Granular
07-02903,-0.1938730540503575,0.07039688474326682,Granular
07-02904,-0.1938730540503575,0.06384142057960772,Granular
07-02905,-0.022472117724986015,0.08350781307060681,Granular
07-02906,-0.1938730540503575,0.10645193764343909,Granular
07-02907,-0.1938730540503575,0.14250699054360408,Granular
07-02908,-0.1938730540503575,0.13595152637993774,Granular
07-03051,-0.708075863026472,0.6964437123734774,Granular
07-03052,-0.1938730540503575,0.7324987652736423,Granular
07-03168,0.49173069125112845,0.29983813047161867,Granular
07-03169,0.6631316275764999,0.18511750760744272,Granular
07-03170,0.6631316275764999,0.17200657928011,Granular
07-03171,0.6631316275764999,0.08678554515244,Granular
07-03710,0.14892881860038548,0.19822843593477546,Granular
07-03711,0.14892881860038548,0.2539498813259468,Granular
07-03712,0.14892881860038548,0.2441166850804473,Granular
07-03713,0.14892881860038548,0.2408389529986141,Granular
07-03893,1.691537245528729,0.7882202106648137,Pellets
07-03980,-0.022472117724986015,0.30311586255345185,Granular
07-03981,0.14892881860038548,0.3817814325174555,Granular
07-04303,1.5201363092033575,0.208061632180275,Pellets
07-04729,0.21748919313053383,0.18511750760744272,Granular
07-04730,0.35460994219083175,0.20150616801660864,Granular
07-04731,0.5602910657812769,0.22117256050761502,Granular
07-04732,0.7831122830042605,0.5555012328546287,Granular
07-04932,0.6631316275764999,0.1031742055616059,Granular
07-05223,0.14892881860038548,0.5227239120362969,Granular
07-05224,-0.022472117724986015,0.2539498813259468,Granular
07-05225,0.14892881860038548,0.17856204344377638,Granular
07-05226,0.6631316275764999,0.5096129837089641,Granular
07-05227,0.8345325639018715,0.489946591217965,Granular
07-05502,0.320329754925757,0.4670024666451255,Granular
07-05503,0.49173069125112845,0.07039688474326682,Granular
07-05504,0.49173069125112845,0.040897296006768176,Granular
07-05505,0.14892881860038548,0.08350781307060681,Granular
07-05506,0.49173069125112845,0.031064099761268626,Granular
07-05507,0.320329754925757,0.208061632180275,Granular
07-05508,0.14892881860038548,0.20150616801660864,Granular
07-06337,-1.050877735677215,-0.7424806715514496,Granular
07-06338,-0.5366749267011005,-0.7654247961242819,Granular
07-06339,-0.5366749267011005,-0.7588693319606156,Granular
07-06351,1.1773344365526144,-0.26393178760375413,Pellets
07-06536,0.00495203208707284,0.23756122091678092,Granular
07-06537,0.11636264069856528,0.20150616801660864,Granular
07-06884,-0.8794767993518435,-0.6507041732601133,Granular
07-06975,-1.5650805446533294,-0.6539819053419464,Granular
07-06977,-0.8794767993518435,-0.6277600486872738,Granular
07-06978,0.14892881860038548,0.39161462876295505,Granular
07-06979,0.14892881860038548,0.3621150400264564,Granular
07-06980,0.14892881860038548,0.3653927721082896,Granular
07-07263,-5.678703016462245,-0.03449054187540229,Powder
07-07264,-5.678703016462245,-0.0017132210570704697,Powder
07-07323,0.320329754925757,0.2605053454896132,Granular
07-07573,0.6631316275764999,0.43750287790862685,Granular
07-07574,-0.022472117724986015,0.30639359463528504,Granular
07-07575,0.14892881860038548,0.29983813047161867,Granular
07-07576,-0.022472117724986015,-0.01810188146623638,Granular
07-07577,0.14892881860038548,0.3850591645992887,Granular
07-07578,0.14892881860038548,0.34572637961729047,Granular
07-07579,0.14892881860038548,0.36867050419012276,Granular
07-07580,0.49173069125112845,0.23100575675311455,Granular
07-07581,0.320329754925757,0.2539498813259468,Granular
07-07582,0.320329754925757,0.26706080965327955,Granular
07-07946,-0.022472117724986015,0.34572637961729047,Granular
07-07947,0.14892881860038548,0.3162267908807846,Granular
07-08050,1.691537245528729,0.8472193881378183,Pellets
07-08174,-1.050877735677215,-0.07710105893924094,Powder
07-08175,-0.708075863026472,-0.06726786269373411,Powder
07-08611,-5.678703016462245,-0.014824149384403197,Powder
07-08612,-5.678703016462245,-0.01810188146623638,Powder
07-09110,1.3487353728779858,0.044175028088601354,Pellets
07-09937,-0.022472117724986015,0.13267379429811182,Granular
07-09938,0.14892881860038548,0.17856204344377638,Granular
07-09939,0.14892881860038548,0.18511750760744272,Granular
07-09940,-0.022472117724986015,0.16872884719827683,Granular
07-09941,-0.022472117724986015,0.16545111511644364,Granular
07-09942,0.49173069125112845,0.13595152637993774,Granular
07-09943,0.49173069125112845,0.11628513388893863,Granular
07-09944,-0.022472117724986015,0.1556179188709441,Granular
07-09945,-0.022472117724986015,0.16872884719827683,Granular
07-09946,-0.022472117724986015,0.14250699054360408,Granular
07-09948,-0.022472117724986015,0.1752843113619432,Granular
07-09949,-0.022472117724986015,0.1523401867891109,Granular
07-09950,-0.022472117724986015,0.1556179188709441,Granular
07-09951,-0.022472117724986015,0.16217338303461046,Granular
07-09983,0.8345325639018715,-0.2737649838492537,Pellets
07-09984,0.6631316275764999,-0.2409876630309146,Pellets
07-09985,1.1773344365526144,-0.2409876630309146,Pellets
07-11049,-1.050877735677215,-0.03449054187540229,Powder
07-11308,-5.678703016462245,-0.08365652310290729,Powder
07-11489,-0.022472117724986015,0.208061632180275,Granular
07-11490,0.49173069125112845,0.5915562857548009,Granular
07-11491,0.14892881860038548,-0.14265570057591184,Granular
07-11492,0.14892881860038548,0.1556179188709441,Granular
07-11493,0.14892881860038548,0.13267379429811182,Granular
07-12380,-0.022472117724986015,0.2900049342261191,Granular
07-12381,-0.1938730540503575,0.3096713267171182,Granular
07-12382,0.14892881860038548,0.5456680366091364,Granular
07-12697,0.14892881860038548,0.5423903045273032,Granular
07-12698,0.14892881860038548,0.575167625345635,Granular
07-12699,0.14892881860038548,0.5817230895093014,Granular
07-12700,-0.022472117724986015,0.5391125724454627,Granular
07-12718,-1.050877735677215,0.06384142057960772,Powder
07-12719,-5.678703016462245,-0.06726786269373411,Powder
07-13139,-0.5366749267011005,0.34244864753545,Granular
07-13140,0.320329754925757,0.5325571082817964,Granular
07-13141,0.320329754925757,0.5489457686909696,Granular
07-13366,0.14892881860038548,0.1556179188709441,Granular
07-13938,-0.708075863026472,-0.011546417302570016,Powder
07-14004,0.6631316275764999,0.5096129837089641,Granular
07-14227,0.49173069125112845,0.489946591217965,Granular
07-14228,-0.022472117724986015,0.38833689668112187,Granular
07-14229,0.320329754925757,0.5620566970183023,Granular
07-14230,0.14892881860038548,0.40472555709028774,Granular
07-14231,0.14892881860038548,0.4735579308087918,Granular
07-14470,0.13178872496784808,0.48011339497246547,Granular
07-14471,0.4060302230884427,0.5620566970183023,Granular
07-14472,0.6459915339439626,0.30639359463528504,Granular
07-14473,0.5088707848836659,0.33261545128995046,Granular
07-14475,0.21748919313053383,0.06056368849776726,Granular
07-14549,0.18320900586546027,0.35555957586278275,Granular
07-14550,0.6631316275764999,0.48011339497246547,Granular
07-14551,0.49173069125112845,0.5555012328546287,Granular
07-14552,0.6631316275764999,0.30311586255345185,Granular
07-14553,0.6631316275764999,0.5030575195452978,Granular
07-15002,0.49173069125112845,0.4112810212539614,Granular
07-15003,1.005933500227243,0.4080032891721209,Granular
07-15004,0.320329754925757,0.35228184378095684,Granular
07-15005,0.8345325639018715,0.3850591645992887,Granular
07-15006,0.8345325639018715,0.41783648541762775,Granular
07-15007,0.8345325639018715,0.39161462876295505,Granular
07-15425,0.49173069125112845,0.33589318337178364,Granular
07-15426,0.49173069125112845,0.18511750760744272,Granular
07-15427,0.6631316275764999,0.28672720214428593,Granular
07-15495,1.691537245528729,0.7193878369463096,Pellets
07-15496,1.3487353728779858,0.21461709634394865,Pellets
07-15652,0.14892881860038548,0.40472555709028774,Granular
07-15653,0.49173069125112845,0.36867050419012276,Granular
07-15654,0.14892881860038548,0.37522596835378913,Granular
07-15655,-0.022472117724986015,0.3588373079446232,Granular
07-15906,-1.393679608327958,-0.004990953138903652,Powder
07-15907,-1.393679608327958,0.06056368849776726,Powder
07-16501,-0.022472117724986015,0.21133936426211547,Granular
07-16502,-0.022472117724986015,0.20478390009844183,Granular
07-16630,-0.8794767993518435,0.08350781307060681,Powder
07-16631,-0.8794767993518435,0.11300740180710546,Powder
07-16633,0.14892881860038548,0.35555957586278275,Granular
07-16634,-0.022472117724986015,0.34244864753545,Granular
07-16635,-0.022472117724986015,0.28672720214428593,Granular
07-17051,-0.022472117724986015,0.16545111511644364,Granular
07-17052,0.14892881860038548,0.16217338303461046,Granular
07-17053,-0.365273990375729,0.24739441716228047,Granular
07-17054,-0.365273990375729,0.4276696816631273,Granular
07-17313,-1.050877735677215,-0.01810188146623638,Powder
07-17314,-1.2222786720025864,-0.047601470202735016,Powder
07-17315,-1.050877735677215,-0.07382332685740775,Powder
07-17316,-1.050877735677215,-0.07710105893924094,Powder
07-17317,-0.8794767993518435,0.024508635597594985,Powder
07-17318,-0.8794767993518435,-0.18854394972158367,Powder
07-17332,-0.8794767993518435,-0.047601470202735016,Powder
07-17492,-0.022472117724986015,0.489946591217965,Granular
07-17493,0.6631316275764999,0.660388659473305,Granular
07-17494,-0.708075863026472,0.29983813047161867,Granular
07-17495,-0.1938730540503575,0.5620566970183023,Granular
07-17496,-0.022472117724986015,0.5587789649364692,Granular
07-17926,0.14892881860038548,0.13267379429811182,Granular
07-17927,0.6631316275764999,0.3817814325174555,Granular
07-17928,0.6631316275764999,0.47683566289063234,Granular
07-17929,0.8345325639018715,0.4735579308087918,Granular
07-17930,0.14892881860038548,0.1556179188709441,Granular
07-18043,-0.022472117724986015,0.34900411169912365,Granular
07-18459,0.14892881860038548,0.2244502925894409,Granular
07-18460,0.320329754925757,0.2539498813259468,Granular
07-18565,1.005933500227243,0.4670024666451255,Granular
07-18566,0.6631316275764999,0.43422514582679367,Granular
07-18567,0.6631316275764999,0.4440583420722932,Granular
07-18568,0.49173069125112845,0.46372473456329233,Granular
07-18569,0.6631316275764999,0.506335251627131,Granular
07-18570,0.6631316275764999,0.4997797874634646,Granular
07-18571,0.6631316275764999,0.4702801987269587,Granular
07-18572,0.14892881860038548,0.36867050419012276,Granular
07-18573,-0.022472117724986015,0.3653927721082896,Granular
07-18574,-0.022472117724986015,0.3260599871262841,Granular
07-18575,0.14892881860038548,0.25067214924411363,Granular
07-18576,-0.022472117724986015,0.11628513388893863,Granular
07-18577,-0.1938730540503575,0.20150616801660864,Granular
07-18578,-0.1938730540503575,0.208061632180275,Granular
07-18746,-1.050877735677215,-0.1688775572305773,Powder
07-18747,-1.050877735677215,-0.17543302139424366,Powder
07-18992,0.49173069125112845,0.41455875333579456,Granular
07-18993,0.14892881860038548,0.37522596835378913,Granular
07-19017,-0.022472117724986015,0.33917091545361683,Granular
07-19211,1.691537245528729,0.8308307277286523,Pellets
07-20231,1.005933500227243,0.4965020553816314,Granular
07-20232,1.005933500227243,0.506335251627131,Granular
07-20233,0.6631316275764999,0.4309474137449605,Granular
07-20234,-0.022472117724986015,0.21789482842578184,Granular
07-20235,-0.1938730540503575,0.18183977552560956,Granular
07-20236,-0.022472117724986015,0.16217338303461046,Granular
07-20237,-0.1938730540503575,0.13595152637993774,Granular
07-20238,-0.022472117724986015,0.16217338303461046,Granular
07-20239,-0.365273990375729,0.11300740180710546,Granular
07-20240,-0.1938730540503575,0.0015645110247627123,Granular
07-20242,-0.1938730540503575,0.09661874139793955,Granular
07-20243,-0.1938730540503575,0.1556179188709441,Granular
07-20244,-0.365273990375729,0.17200657928011,Granular
07-20580,-0.1938730540503575,0.06056368849776726,Granular
07-20581,0.14892881860038548,0.10645193764343909,Granular
07-20582,-0.022472117724986015,0.08350781307060681,Granular
07-20583,-0.022472117724986015,0.122840598052605,Granular
07-20584,-0.365273990375729,0.0015645110247627123,Granular
07-20585,-0.1938730540503575,-0.0017132210570704697,Granular
07-20586,-0.365273990375729,0.024508635597594985,Granular
07-20587,-0.365273990375729,0.008119975188429076,Granular
07-20588,-0.365273990375729,0.027786367679435445,Granular
07-20589,-0.365273990375729,0.0179531714339359,Granular
08-00423,-1.5650805446533294,0.07039688474326682,Powder
08-00424,-1.736481480978701,0.07695234890693317,Powder
08-00425,-1.5650805446533294,0.08350781307060681,Powder
08-00492,-1.5650805446533294,-0.6212045845236074,Granular
08-00493,-1.2222786720025864,-0.7129810828149438,Granular
08-00515,0.49173069125112845,-0.21476580637624912,Pellets
08-00516,1.1773344365526144,0.06056368849776726,Pellets
08-02853,-0.022472117724986015,0.38833689668112187,Granular
08-02854,-0.022472117724986015,0.2244502925894409,Granular
08-02951,-0.1938730540503575,0.2408389529986141,Granular
08-03088,-0.5366749267011005,0.1883952396892759,Granular
08-03332,1.1773344365526144,-0.6769260299147787,Pellets
08-03333,1.3487353728779858,-0.6408709770146065,Pellets
08-03334,1.005933500227243,-0.7359252073877833,Pellets
08-03335,1.005933500227243,-0.7260920111422837,Pellets
08-03395,-0.022472117724986015,0.3162267908807846,Granular
08-03396,-0.022472117724986015,0.34244864753545,Granular
08-03837,-0.022472117724986015,0.3588373079446232,Granular
08-03838,0.14892881860038548,0.33589318337178364,Granular
08-04045,1.691537245528729,0.4997797874634646,Pellets
08-04046,1.5201363092033575,0.4440583420722932,Pellets
08-04514,1.5201363092033575,0.4538915383177928,Pellets
08-04911,0.14892881860038548,0.4080032891721209,Granular
08-04912,0.14892881860038548,0.3850591645992887,Granular
08-04914,0.14892881860038548,0.3785037004356223,Granular
08-04915,0.14892881860038548,0.34244864753545,Granular
08-04916,0.14892881860038548,0.3621150400264564,Granular
08-05044,-1.3079791401652723,0.09661874139793955,Powder
08-05097,0.20034909949799642,0.25722761340778,Granular
08-05098,0.09750853770277451,0.39817009292662137,Granular
08-05099,0.09750853770277451,0.38833689668112187,Granular
08-05378,-1.5650805446533294,0.08023008098877363,Powder
08-05445,-1.050877735677215,0.07039688474326682,Powder
08-05546,-0.9651772675145293,-0.011546417302570016,Powder
08-05547,-1.0851579229422892,-0.014824149384403197,Powder
08-05978,0.14892881860038548,0.3260599871262841,Granular
08-05979,-0.022472117724986015,0.23428348883494773,Granular
08-05980,-0.1938730540503575,0.16545111511644364,Granular
08-05981,-0.708075863026472,0.13267379429811182,Granular
08-06344,0.14892881860038548,0.21789482842578184,Granular
08-06345,-0.1938730540503575,0.21789482842578184,Granular
08-06346,-0.1938730540503575,0.18183977552560956,Granular
08-06347,-0.365273990375729,0.18511750760744272,Granular
08-06576,-1.050877735677215,0.06384142057960772,Powder
08-06589,1.3487353728779858,0.34572637961729047,Pellets
08-06591,1.5201363092033575,0.6276113386549732,Pellets
08-06592,1.5201363092033575,0.6341668028186396,Pellets
08-06593,1.5201363092033575,0.6308890707368064,Pellets
08-06594,1.5201363092033575,0.4670024666451255,Pellets
08-06595,1.3487353728779858,0.45716927039962596,Pellets
08-06941,0.4060302230884427,0.37194823627195595,Granular
08-06942,0.4403104103535175,0.3621150400264564,Granular
08-06943,-0.1938730540503575,0.09006327723427318,Granular
08-07981,-0.2110131476828949,0.3817814325174555,Granular
08-07982,-0.12531267952020916,0.3948923608447955,Granular
08-07983,-0.4166942712733406,0.4112810212539614,Granular
08-08561,-1.0165975484121408,-0.08365652310290729,Powder
08-08658,0.06322835043769973,0.5161684478726305,Granular
08-08659,-0.3995541776408032,0.30311586255345185,Granular
08-08660,-0.43383436490587735,0.3096713267171182,Granular
08-08661,-0.46811455217095216,0.3096713267171182,Granular
08-08662,-0.5195348330685631,0.3162267908807846,Granular
08-08663,-0.3824140840082664,0.2900049342261191,Granular
08-08664,-0.33099380311065485,0.28017173798061956,Granular
08-08855,1.691537245528729,0.47683566289063234,Pellets
08-08856,1.5201363092033575,0.44078060999046004,Pellets
08-09149,0.8345325639018715,0.4702801987269587,Granular
08-09150,0.6631316275764999,0.4473360741541264,Granular
08-09151,0.320329754925757,0.37194823627195595,Granular
08-09152,0.14892881860038548,0.4112810212539614,Granular
08-09153,-0.022472117724986015,0.34244864753545,Granular
08-09154,-0.022472117724986015,0.34572637961729047,Granular
08-09155,-0.022472117724986015,0.208061632180275,Granular
08-09156,-0.022472117724986015,0.11956286597077181,Granular
08-09157,0.14892881860038548,0.13267379429811182,Granular
08-09158,-0.022472117724986015,0.13595152637993774,Granular
08-09159,0.6631316275764999,0.34900411169912365,Granular
08-09160,0.49173069125112845,0.4473360741541264,Granular
08-09161,0.6631316275764999,0.4538915383177928,Granular
08-09162,0.6631316275764999,0.4538915383177928,Granular
08-09217,0.14892881860038548,0.24739441716228047,Granular
08-09218,-0.022472117724986015,0.21461709634394865,Granular
08-09219,-0.022472117724986015,0.19495070385294955,Granular
08-09450,-0.1938730540503575,0.22772802467128136,Granular
08-09451,-0.365273990375729,0.16217338303461046,Granular
08-09718,-0.708075863026472,0.024508635597594985,Powder
08-09719,1.005933500227243,-0.06399013061190821,Pellets
08-09836,-0.022472117724986015,0.1523401867891109,Granular
08-09837,0.14892881860038548,0.3227822550444509,Granular
08-09838,0.320329754925757,0.3129490587989514,Granular
08-09839,-0.1938730540503575,0.2605053454896132,Granular
08-10257,0.38889012945590534,0.4473360741541264,Granular
08-10258,-0.29671361584558065,0.07695234890693317,Granular
08-10259,-0.09103249225513436,0.33917091545361683,Granular
08-10260,0.011808069540088771,0.33917091545361683,Granular
08-10261,-0.46811455217095216,-0.01810188146623638,Granular
08-10750,-0.1938730540503575,0.15889565095277727,Granular
08-10752,0.33746984855829437,0.1556179188709441,Granular
08-10753,-0.5195348330685631,0.25722761340778,Granular
08-10754,-0.5023947394360263,-0.10332291559390638,Granular
08-10955,-0.29671361584558065,-0.03449054187540229,Granular
08-10957,0.25176938039560864,0.22117256050761502,Granular
08-10958,-0.03961221135752341,0.23428348883494773,Granular
08-10959,0.14892881860038548,0.33261545128995046,Granular
08-11889,-0.8109164248216951,0.057285956415934085,Powder
08-11904,-0.0567523049900608,0.3096713267171182,Granular
08-11905,0.30318966129321956,0.33261545128995046,Granular
08-12253,1.4344358410406717,0.5948340178366415,Pellets
08-12254,1.4344358410406717,0.575167625345635,Pellets
08-12255,1.4515759346732091,0.5981117499184673,Pellets
08-12257,1.4515759346732091,0.6308890707368064,Pellets
08-12298,-0.2110131476828949,0.35228184378095684,Granular
08-12299,-0.14245277315274654,0.2736162738169459,Granular
08-12300,0.4231703167209801,0.4440583420722932,Granular
08-12301,0.47459059761859107,0.4670024666451255,Granular
08-12500,-1.4108197019604953,-0.10987837975757275,Powder
08-12925,-1.6507810128160152,0.008119975188429076,Powder
08-12926,-1.7536215746112382,-0.041046006039068654,Powder
08-13037,0.1146486313353107,0.26378307757145364,Granular
08-13038,0.028948163172624945,0.22772802467128136,Granular
08-13039,-0.3824140840082664,0.2605053454896132,Granular
08-13591,0.5602910657812769,0.5456680366091364,Granular
08-13592,-0.09103249225513436,0.23100575675311455,Granular
08-13935,0.09750853770277451,0.4440583420722932,Granular
08-13936,0.18320900586546027,0.48339112705429865,Granular
08-13937,0.2860495676606822,0.48011339497246547,Granular
08-13938,-0.14245277315274654,0.3096713267171182,Granular
08-13939,-0.2110131476828949,0.2900049342261191,Granular
08-14194,0.4231703167209801,0.5325571082817964,Granular
08-14195,0.5088707848836659,0.34900411169912365,Granular
08-14196,-0.8280565184542319,0.027786367679435445,Granular
08-14197,0.5088707848836659,0.46044700248145914,Granular
08-14945,0.5774311594138142,0.2965603983897855,Granular
08-14946,0.611711346678889,0.20478390009844183,Granular
08-15439,0.47459059761859107,0.17856204344377638,Granular
08-15440,0.2860495676606822,0.20478390009844183,Granular
08-15760,1.3487353728779858,0.1752843113619432,Pellets
08-15933,0.20034909949799642,0.575167625345635,Granular
08-15935,0.18320900586546027,0.3293377192081173,Granular
08-15936,0.5774311594138142,0.37522596835378913,Granular
08-16148,0.25176938039560864,0.2768940058987864,Granular
08-16149,0.33746984855829437,0.19495070385294955,Granular
08-16150,0.23462928676307124,0.21789482842578184,Granular
08-16151,-0.09103249225513436,0.040897296006768176,Granular
08-16742,0.14892881860038548,0.26378307757145364,Granular
08-16743,0.20034909949799642,0.39817009292662137,Granular
08-16744,0.25176938039560864,0.23100575675311455,Granular
08-16745,0.3717500358233679,0.21789482842578184,Granular
08-16746,0.16606891223292286,0.24739441716228047,Granular
08-16747,0.16606891223292286,0.18183977552560956,Granular
08-17031,0.30318966129321956,0.33589318337178364,Granular
08-17032,-0.2110131476828949,0.2900049342261191,Granular
08-17340,0.5260108785162032,-0.2409876630309146,Pellets
08-17341,0.5945712530463516,-0.296709108422086,Pellets
08-17428,0.6288514403114251,0.6538331953096387,Granular
08-17429,0.21748919313053383,0.21461709634394865,Granular
08-17430,0.20034909949799642,0.2900049342261191,Granular
08-17431,0.09750853770277451,0.16545111511644364,Granular
08-17905,-0.9137569866169176,-0.6507041732601133,Granular
08-17906,-0.8109164248216951,-0.6375932449327733,Granular
08-17907,-0.6566555821288604,-0.6441487090964396,Granular
08-17908,-0.6223753948637862,-0.6474264411782729,Granular
08-18682,0.33746984855829437,0.5128907157907974,Granular
08-18683,0.8002523766367967,0.5555012328546287,Granular
08-18684,0.5260108785162032,0.17856204344377638,Granular
08-19063,0.47459059761859107,0.22117256050761502,Granular
08-19064,-0.7252159566590094,-0.06071239853007502,Granular
08-19355,-0.8794767993518435,0.46372473456329233,Powder
08-19679,0.14892881860038548,0.14906245470727772,Granular
08-19680,0.3717500358233679,0.26706080965327955,Granular
08-19793,-1.5650805446533294,0.1916729717711091,Powder
08-19839,0.23462928676307124,-0.7883689206971215,Granular
08-19840,0.011808069540088771,-0.7850911886152883,Granular
08-19842,-5.678703016462245,-0.8604790264974514,Granular
08-20075,1.108774062022466,-0.2049326101307496,Pellets
08-20076,-0.7423560502915462,0.07367461682509999,Powder
08-20252,1.4858561219382826,0.6341668028186396,Pellets
08-20253,1.3830155601430607,0.6636663915551383,Pellets
08-20254,1.2973150919803749,0.660388659473305,Pellets
08-20482,0.011808069540088771,0.21461709634394865,Granular
08-20483,0.5602910657812769,0.23428348883494773,Granular
09-00253,0.14892881860038548,0.5423903045273032,Granular
09-00254,0.320329754925757,0.5882785536729678,Granular
09-00577,0.04608825680516234,-0.027935077711735926,Granular
09-00578,-0.2110131476828949,-0.03449054187540229,Granular
09-01042,0.6631316275764999,-0.6015381920326083,Granular
09-01043,0.14892881860038548,0.23100575675311455,Granular
09-01044,0.49173069125112845,0.21461709634394865,Granular
09-01045,0.320329754925757,0.21461709634394865,Granular
09-01046,-0.022472117724986015,0.14906245470727772,Granular
09-01348,0.08036844407023712,0.1556179188709441,Granular
09-01751,0.6802717212090373,0.33917091545361683,Granular
09-01753,0.7316920021066483,0.4309474137449605,Granular
09-01754,0.7831122830042605,0.4276696816631273,Granular
09-01755,0.7145519084741109,-0.0017132210570704697,Granular
09-02033,-0.9651772675145293,0.0540082243341009,Powder
09-02201,0.33746984855829437,0.42111421749946093,Granular
09-02202,0.6288514403114251,0.34244864753545,Granular
09-02455,0.320329754925757,0.4309474137449605,Granular
09-02456,-0.1938730540503575,0.14578472262544456,Granular
09-02457,0.14892881860038548,0.41783648541762775,Granular
09-02848,0.14892881860038548,-0.565483139132436,Granular
09-02866,0.14892881860038548,-0.6179268524417741,Granular
09-02883,0.14892881860038548,0.18183977552560956,Granular
09-02884,0.320329754925757,0.506335251627131,Granular
09-02886,0.49173069125112845,0.37194823627195595,Granular
09-04014,1.5372764028358947,0.48011339497246547,Pellets
09-04015,1.1944745301851518,0.4932243232997982,Pellets
09-04016,1.7086773391612664,0.7652760860919814,Pellets
09-04017,0.9887934065947055,0.7652760860919814,Pellets
09-04019,0.7659721893717231,0.7849424785829805,Pellets
09-04582,-0.8794767993518435,0.07695234890693317,Powder
09-04792,-0.3995541776408032,0.47683566289063234,Pellets
09-04973,0.14892881860038548,0.26706080965327955,Granular
