sample,bulk_density,particle_density,finalform
04-00542,-1.6679211064485526,0.5128907157907974,Granular
04-00543,0.20034909949799642,0.5456680366091364,Granular
04-00544,0.13178872496784808,0.5784453574274683,Granular
04-00546,0.09750853770277451,0.6243336065731401,Granular
04-00547,0.011808069540088771,0.5850008215911346,Granular
04-00548,0.09750853770277451,0.5653344291001355,Granular
04-00549,0.09750853770277451,0.5882785536729678,Granular
04-00550,0.011808069540088771,0.5718898932638019,Granular
04-00553,0.04608825680516234,0.6145004103276405,Granular
04-00554,-0.005332024092448622,0.6276113386549732,Granular
04-00814,1.3487353728779858,0.4965020553816314,Pellets
04-00815,1.5201363092033575,0.5489457686909696,Pellets
04-00816,1.5201363092033575,0.5358348403636296,Pellets
04-00818,1.5201363092033575,0.5391125724454627,Pellets
04-00820,1.5201363092033575,0.6046672140821336,Pellets
04-00867,0.8345325639018715,0.17856204344377638,Pellets
04-02415,-1.2222786720025864,0.14578472262544456,Powder
04-03214,1.005933500227243,0.36867050419012276,Pellets
04-04468,1.1944745301851518,-0.6933146903239447,Pellets
04-05400,0.49173069125112845,-0.28032044801292005,Pellets
04-05401,0.49173069125112845,-0.2737649838492537,Pellets
04-05402,1.005933500227243,-0.27704271593108687,Pellets
04-07298,-0.708075863026472,0.0540082243341009,Powder
04-09371,1.3487353728779858,0.33589318337178364,Pellets
04-09372,1.1773344365526144,0.36867050419012276,Pellets
04-09373,1.3487353728779858,0.33589318337178364,Pellets
04-09375,0.8345325639018715,-0.28359818009475324,Pellets
04-09376,1.005933500227243,-0.3032645725857523,Pellets
04-09377,0.8345325639018715,-0.24754312719458094,Pellets
04-09378,0.6631316275764999,-0.3032645725857523,Pellets
04-09379,1.005933500227243,-0.2868759121765864,Pellets
04-09380,1.005933500227243,-0.27704271593108687,Pellets
04-09381,0.6631316275764999,-0.2868759121765864,Pellets
04-09382,0.49173069125112845,-0.26065405552192095,Pellets
04-09383,0.8345325639018715,-0.5064839616594314,Pellets
04-09384,1.005933500227243,-0.4704289087592664,Pellets
04-09385,1.005933500227243,-0.32293096507675867,Pellets
04-09386,1.005933500227243,-0.3393196254859246,Pellets
04-09387,1.005933500227243,-0.31309776883125184,Pellets
04-09388,1.5201363092033575,0.21789482842578184,Pellets
04-09389,1.1773344365526144,0.25722761340778,Pellets
04-09390,1.5201363092033575,0.16872884719827683,Pellets
04-09391,1.3487353728779858,0.122840598052605,Pellets
04-09392,1.3487353728779858,0.3195045229626177,Pellets
04-09393,1.3487353728779858,0.044175028088601354,Pellets
04-09693,-1.050877735677215,-0.683481494078445,Granular
04-09695,-1.393679608327958,-0.6310377807691069,Granular
04-09696,-1.393679608327958,-0.6408709770146065,Granular
04-09697,-1.2222786720025864,-0.6703705657511123,Granular
04-09698,-1.050877735677215,-0.7260920111422837,Granular
04-09699,-1.050877735677215,-0.6933146903239447,Granular
04-09700,-1.2222786720025864,-0.6408709770146065,Granular
04-09701,-1.2222786720025864,-0.6867592261602783,Granular
04-09703,-1.2222786720025864,-0.6998701544876182,Granular
04-10545,-0.8794767993518435,-0.6802037619966119,Granular
04-10546,-0.8794767993518435,-0.6670928336692792,Granular
04-10547,-0.708075863026472,-0.6572596374237797,Granular
04-10548,-0.708075863026472,-0.6703705657511123,Granular
04-11262,-1.050877735677215,0.17200657928011,Powder
04-13328,0.6631316275764999,-0.21476580637624912,Pellets
04-13329,0.6631316275764999,-0.26065405552192095,Pellets
04-13330,0.6631316275764999,-0.2704872517674205,Pellets
04-13989,-0.708075863026472,-0.6507041732601133,Granular
04-13990,0.320329754925757,0.38833689668112187,Granular
04-13991,0.6631316275764999,0.7619983540101483,Granular
04-13992,-0.365273990375729,0.8078866031558201,Granular
04-13993,-1.2222786720025864,-0.6802037619966119,Granular
04-13994,-0.8794767993518435,-0.6703705657511123,Granular
04-13995,-0.708075863026472,-0.7654247961242819,Granular
04-14598,0.8276765264488567,0.45716927039962596,Pellets
04-15561,-1.050877735677215,0.5817230895093014,Granular
04-15744,1.1773344365526144,0.1523401867891109,Pellets
04-15745,1.1773344365526144,0.14906245470727772,Pellets
04-15746,1.1773344365526144,0.13595152637993774,Pellets
04-15747,1.005933500227243,0.2900049342261191,Pellets
04-16086,0.49173069125112845,0.660388659473305,Granular
04-16087,0.14892881860038548,0.5260016441181373,Granular
04-16088,0.14892881860038548,0.48011339497246547,Granular
04-16089,-0.022472117724986015,0.44078060999046004,Granular
04-16090,0.320329754925757,0.47683566289063234,Granular
04-16093,0.320329754925757,0.6571109273914791,Granular
04-16094,0.320329754925757,0.6964437123734774,Granular
04-16095,0.320329754925757,0.6866105161279705,Granular
04-16096,0.320329754925757,0.6800550519643114,Granular
04-16097,0.320329754925757,0.689888248209811,Granular
04-16098,0.320329754925757,0.7062769086189769,Granular
04-16100,0.14892881860038548,0.7095546407008101,Granular
04-16317,-0.8623367057193061,-0.041046006039068654,Powder
04-17382,1.005933500227243,-0.6277600486872738,Pellets
04-18202,-0.1938730540503575,0.6112226782458073,Granular
04-18639,-0.1938730540503575,0.6538331953096387,Granular
04-19029,0.49173069125112845,0.6636663915551383,Granular
04-20399,-1.393679608327958,-0.565483139132436,Powder
04-20400,-1.2222786720025864,-0.5425390145596037,Powder
04-20401,-1.393679608327958,-0.5425390145596037,Powder
04-20402,-1.393679608327958,-0.5523722108051032,Powder
04-20403,-1.2222786720025864,-0.6375932449327733,Powder
04-20404,-1.2222786720025864,-0.6572596374237797,Powder
04-20405,-1.2222786720025864,-0.6703705657511123,Powder
04-20406,-1.2222786720025864,-0.6965924224057778,Powder
04-20407,-1.050877735677215,-0.6867592261602783,Powder
04-20408,-1.050877735677215,-0.6933146903239447,Powder
04-20409,-1.050877735677215,-0.683481494078445,Powder
04-20733,-0.365273990375729,0.6669441236369714,Granular
04-20734,-0.365273990375729,0.5423903045273032,Granular
04-20735,-0.5366749267011005,0.6636663915551383,Granular
04-20736,-0.365273990375729,0.6767773198824782,Granular
04-20737,-0.1938730540503575,0.6767773198824782,Granular
04-20738,-0.5366749267011005,0.6308890707368064,Granular
04-20739,-0.365273990375729,0.6505554632278056,Granular
04-20740,-0.365273990375729,0.6505554632278056,Granular
04-20741,-0.022472117724986015,0.5718898932638019,Granular
04-20743,-0.365273990375729,0.6177781424094737,Granular
04-20744,0.14892881860038548,0.5423903045273032,Granular
04-20745,-0.365273990375729,0.6407222669823059,Granular
04-21961,-5.678703016462245,-0.06399013061190821,Powder
04-21962,-0.8794767993518435,-0.08365652310290729,Powder
04-22200,-0.365273990375729,0.6145004103276405,Granular
04-22201,-0.5366749267011005,0.6439999990641392,Granular
04-22202,-0.365273990375729,0.6341668028186396,Granular
04-22213,-0.5366749267011005,0.122840598052605,Granular
04-22219,-0.5366749267011005,-0.6867592261602783,Granular
04-23103,0.320329754925757,0.044175028088601354,Pellets
04-23455,-0.9651772675145293,-0.05415693436640866,Powder
04-23610,-0.5366749267011005,0.7062769086189769,Granular
04-23611,-0.8794767993518435,0.7292210331918092,Granular
04-23612,-0.5366749267011005,0.7324987652736423,Granular
04-23613,-0.5366749267011005,0.7456096936009824,Granular
04-23614,-0.708075863026472,0.7456096936009824,Granular
04-23615,-0.708075863026472,0.7357764973554756,Granular
04-23616,-0.708075863026472,0.7324987652736423,Granular
04-23617,-0.8794767993518435,0.7357764973554756,Granular
04-23618,-0.8794767993518435,0.7128323727826432,Granular
04-23619,-0.708075863026472,0.7095546407008101,Granular
04-24060,-0.708075863026472,0.09334100931609908,Powder
04-24625,0.6631316275764999,0.36867050419012276,Granular
04-24999,-0.7594961439240836,-0.06399013061190821,Powder
05-00389,-1.393679608327958,-0.5818717995416018,Granular
05-00390,-1.393679608327958,-0.5753163353779356,Granular
05-00391,-1.2222786720025864,-0.4769843729229328,Granular
05-01185,1.3487353728779858,0.5522235007728028,Pellets
05-02088,1.1773344365526144,0.11956286597077181,Pellets
05-04058,0.14892881860038548,-0.3786524104679228,Granular
05-04059,-0.022472117724986015,-0.3065423046675855,Granular
05-04061,-0.022472117724986015,-0.2737649838492537,Granular
05-04062,-0.022472117724986015,-0.26065405552192095,Granular
05-04338,-0.708075863026472,0.12939606221627137,Powder
05-04339,-1.050877735677215,0.07695234890693317,Powder
05-04340,-1.050877735677215,0.07367461682509999,Powder
05-05442,1.005933500227243,0.3293377192081173,Pellets
05-05445,1.5201363092033575,0.2408389529986141,Pellets
05-05446,1.1773344365526144,-0.1524888968214114,Pellets
05-05675,-1.1879984847375122,0.10645193764343909,Powder
05-05816,-1.2222786720025864,-0.031212809793569107,Pellets
05-05920,1.3487353728779858,0.2244502925894409,Pellets
05-05921,1.3487353728779858,0.22117256050761502,Pellets
05-05927,1.005933500227243,-0.3065423046675855,Pellets
05-05928,0.8345325639018715,-0.3065423046675855,Pellets
05-05956,-0.022472117724986015,-0.2540985913582546,Granular
05-05958,0.320329754925757,-0.24426539511274775,Granular
05-05962,-0.022472117724986015,-0.2540985913582546,Granular
05-06076,0.49173069125112845,-0.2737649838492537,Pellets
05-06078,1.005933500227243,-0.2934313763402528,Pellets
05-06079,1.005933500227243,-0.296709108422086,Pellets
05-06080,1.005933500227243,-0.2540985913582546,Pellets
05-06081,0.8345325639018715,-0.2704872517674205,Pellets
05-06082,0.6631316275764999,-0.27704271593108687,Pellets
05-07105,1.1773344365526144,0.08678554515244,Pellets
05-07298,1.5201363092033575,0.23100575675311455,Pellets
05-07299,1.005933500227243,-0.36554148214059007,Pellets
05-08310,-1.050877735677215,0.6308890707368064,Granular
05-08311,-0.8794767993518435,0.6505554632278056,Granular
05-08315,-0.708075863026472,0.6833327840461446,Granular
05-09364,1.3487353728779858,0.4702801987269587,Pellets
05-09365,1.5201363092033575,0.47683566289063234,Pellets
05-09543,-1.2222786720025864,-0.09348971934840684,Powder
05-10694,-0.8794767993518435,0.6407222669823059,Granular
05-11337,-0.8794767993518435,-0.6703705657511123,Granular
05-11339,-0.8794767993518435,-0.6572596374237797,Granular
05-11340,-0.708075863026472,-0.6769260299147787,Granular
05-11341,-0.8794767993518435,-0.6539819053419464,Granular
05-11342,-0.8794767993518435,-0.6638151015874459,Granular
05-11343,-0.708075863026472,-0.6408709770146065,Granular
05-11344,-0.708075863026472,-0.6441487090964396,Granular
05-11345,-0.708075863026472,-0.6507041732601133,Granular
05-11346,-0.8794767993518435,-0.6441487090964396,Granular
05-11349,-0.8794767993518435,-0.6703705657511123,Granular
05-12851,-1.2908390465327348,0.28344947006245275,Powder
05-12867,-0.8794767993518435,0.11628513388893863,Granular
05-12868,-1.5650805446533294,0.12611833013443818,Granular
05-12869,-1.393679608327958,0.14906245470727772,Granular
05-12870,-1.5650805446533294,0.14250699054360408,Granular
05-12871,-1.393679608327958,0.12939606221627137,Granular
05-12872,-1.5650805446533294,0.13922925846177092,Granular
05-14295,-0.6566555821288604,-0.004990953138903652,Powder
05-14534,1.3487353728779858,0.5194461799544636,Pellets
05-15638,-0.022472117724986015,0.057285956415934085,Granular
05-15639,0.49173069125112845,0.08350781307060681,Granular
05-15640,-0.022472117724986015,0.06384142057960772,Granular
05-15641,-0.10817258588767176,0.17200657928011,Granular
05-15642,-0.365273990375729,0.17200657928011,Granular
05-15643,-0.2281532413154317,0.15889565095277727,Granular
05-15644,0.09750853770277451,0.12939606221627137,Granular
05-16416,-0.1938730540503575,-0.7523138677969492,Granular
05-16417,-0.365273990375729,-0.7359252073877833,Granular
05-16418,-0.365273990375729,-0.7228142790604506,Granular
05-16419,-0.1938730540503575,-0.7326474753059501,Granular
05-16420,-0.1938730540503575,-0.7424806715514496,Granular
05-16421,-0.365273990375729,-0.7326474753059501,Granular
05-16422,-0.365273990375729,-0.7523138677969492,Granular
05-16423,-0.1938730540503575,-0.7392029394696165,Granular
05-16424,-0.365273990375729,-0.6572596374237797,Granular
05-16426,-0.365273990375729,-0.6572596374237797,Granular
05-16508,-0.5366749267011005,0.7423319615191492,Granular
05-16509,-0.708075863026472,0.7488874256828155,Granular
05-16510,-0.8794767993518435,0.7423319615191492,Granular
05-16511,-0.708075863026472,0.7423319615191492,Granular
05-16512,-0.8794767993518435,0.7456096936009824,Granular
05-17541,1.5201363092033575,0.28017173798061956,Pellets
05-17695,-0.708075863026472,0.07695234890693317,Granular
05-17696,-0.10817258588767176,0.0179531714339359,Granular
05-17697,-0.022472117724986015,0.031064099761268626,Granular
05-17698,-0.8794767993518435,0.03434183184310181,Granular
05-17699,-1.050877735677215,0.06384142057960772,Granular
05-17700,-1.050877735677215,0.06056368849776726,Granular
05-17701,-0.365273990375729,-0.27704271593108687,Granular
05-18867,-0.007046033455701995,0.0540082243341009,Granular
05-18868,-0.219583194499163,0.06384142057960772,Granular
05-18869,-0.1133146139774331,0.06384142057960772,Granular
05-18870,0.20720513695101236,0.050730492252267716,Granular
05-18871,-0.007046033455701995,0.07039688474326682,Granular
05-18968,0.14892881860038548,0.2900049342261191,Granular
05-18969,0.320329754925757,0.23100575675311455,Granular
05-18970,0.14892881860038548,0.2408389529986141,Granular
05-19298,0.20720513695101236,0.09006327723427318,Granular
05-19661,-0.007046033455701995,0.25067214924411363,Granular
05-19662,0.20720513695101236,0.26706080965327955,Granular
05-19663,0.20720513695101236,0.2408389529986141,Granular
05-19665,-0.1133146139774331,0.40472555709028774,Granular
05-19666,0.10093655642928126,0.30639359463528504,Granular
05-19719,-1.1365782038399006,0.3162267908807846,Powder
05-19720,-0.46811455217095216,0.11300740180710546,Powder
05-19751,0.10093655642928126,0.21789482842578184,Granular
05-20192,1.3487353728779858,0.040897296006768176,Pellets
05-20938,-0.0567523049900608,0.2605053454896132,Granular
05-20939,0.18320900586546027,0.21461709634394865,Granular
05-20940,0.18320900586546027,0.2736162738169459,Granular
05-21536,-0.8794767993518435,-0.6867592261602783,Granular
05-21537,-0.8794767993518435,-0.6900369582421114,Granular
05-21538,-0.708075863026472,-0.6343155128509401,Granular
05-21539,-0.8794767993518435,-0.6343155128509401,Granular
05-21540,-0.708075863026472,-0.5851495316234423,Granular
05-21541,-0.708075863026472,-0.5818717995416018,Granular
05-21542,-0.1938730540503575,-0.6670928336692792,Granular
05-21543,-0.5366749267011005,-0.7260920111422837,Granular
05-22982,-0.8794767993518435,-0.6736482978329456,Granular
05-22984,-0.708075863026472,-0.6670928336692792,Granular
05-22985,-0.8794767993518435,-0.6703705657511123,Granular
05-22986,-0.708075863026472,-0.6670928336692792,Granular
05-22987,-0.708075863026472,-0.6670928336692792,Granular
05-22988,-0.708075863026472,-0.6638151015874459,Granular
05-22989,-0.5366749267011005,-0.6638151015874459,Granular
05-22990,-0.5366749267011005,-0.6670928336692792,Granular
05-22991,-0.708075863026472,-0.6736482978329456,Granular
05-23922,-1.2222786720025864,-0.6605373695056055,Granular
05-23923,-1.2222786720025864,0.6669441236369714,Granular
05-23924,-0.8794767993518435,0.6669441236369714,Granular
05-23926,-0.365273990375729,0.6997214444553105,Granular
05-23927,-1.2222786720025864,0.6439999990641392,Granular
05-23928,-0.5366749267011005,0.7914979427466469,Granular
05-24066,-0.708075863026472,-0.06399013061190821,Powder
05-24067,-0.8794767993518435,-0.01810188146623638,Powder
05-24480,0.8345325639018715,-0.2409876630309146,Pellets
05-24481,0.6631316275764999,-0.2704872517674205,Pellets
05-24728,-0.5366749267011005,0.6833327840461446,Granular
05-24729,-1.5650805446533294,0.47683566289063234,Granular
05-24730,-1.050877735677215,0.6177781424094737,Granular
05-24731,-1.2222786720025864,0.6341668028186396,Granular
05-24732,-0.8794767993518435,0.6931659802916441,Granular
05-24733,-0.5366749267011005,0.7259433011099833,Granular
05-25909,1.2973150919803749,0.1883952396892759,Pellets
05-25910,1.108774062022466,-0.32620869715859185,Pellets
05-26204,-0.03961221135752341,0.23428348883494773,Granular
05-26205,-0.0567523049900608,0.2441166850804473,Granular
05-26206,0.14892881860038548,0.22772802467128136,Granular
05-26207,-0.03961221135752341,0.23100575675311455,Granular
05-26208,-0.03961221135752341,0.26706080965327955,Granular
06-00455,0.5602910657812769,0.6800550519643114,Granular
06-00456,-0.2281532413154317,0.7324987652736423,Granular
06-00457,-0.3995541776408032,0.7095546407008101,Granular
06-00458,-0.8109164248216951,0.6866105161279705,Granular
06-00459,-0.6737956757613978,0.689888248209811,Granular
06-00462,-0.7252159566590094,0.6374445349004728,Granular
06-00463,-0.6566555821288604,0.6276113386549732,Granular
06-00464,-0.5709551139661747,0.6636663915551383,Granular
06-00465,-0.9480371738819918,0.6866105161279705,Granular
06-01126,-0.9480371738819918,0.6964437123734774,Granular
06-01765,-0.8280565184542319,-0.6736482978329456,Granular
06-01766,-0.24529333494796907,-0.6507041732601133,Granular
06-01767,-0.9137569866169176,-0.7129810828149438,Granular
06-01768,-1.0680178293097524,-0.7621470640424487,Granular
06-02105,0.4231703167209801,0.07367461682509999,Granular
06-03407,0.320329754925757,0.21461709634394865,Granular
06-05656,0.7659721893717231,-0.3065423046675855,Pellets
06-06234,0.23462928676307124,0.20478390009844183,Granular
06-06235,0.20034909949799642,0.25722761340778,Granular
06-06236,0.268909474028146,0.2441166850804473,Granular
06-06238,-0.15959286678528273,0.16217338303461046,Granular
06-06359,0.08036844407023712,0.23428348883494773,Granular
06-06361,-0.10817258588767176,0.2605053454896132,Granular
06-06362,-0.005332024092448622,0.24739441716228047,Granular
06-06363,-0.14245277315274654,0.23100575675311455,Granular
06-06575,-0.7560681251975762,-0.17871075347607684,Powder
06-06854,-0.2281532413154317,0.2539498813259468,Granular
06-06855,0.02037811635635686,0.16872884719827683,Granular
06-06856,0.18320900586546027,0.15889565095277727,Granular
06-06857,0.2860495676606822,0.21789482842578184,Granular
06-07330,0.18320900586546027,0.25722761340778,Granular
06-07331,0.268909474028146,0.25067214924411363,Granular
06-07332,0.5260108785162032,0.21133936426211547,Granular
06-07333,0.5774311594138142,0.21789482842578184,Granular
06-07859,0.16606891223292286,0.25067214924411363,Granular
06-07860,0.06322835043769973,0.21461709634394865,Granular
06-07861,0.25176938039560864,0.208061632180275,Granular
06-08120,1.3487353728779858,0.07695234890693317,Pellets
06-08122,1.5201363092033575,0.22117256050761502,Pellets
06-08123,1.3487353728779858,0.20478390009844183,Pellets
06-08124,1.3487353728779858,0.20150616801660864,Pellets
06-08125,1.3487353728779858,0.16872884719827683,Pellets
06-08126,1.005933500227243,-0.3032645725857523,Pellets
06-08127,1.005933500227243,-0.30982003674941866,Pellets
06-08128,1.1773344365526144,-0.3196532329949255,Pellets
06-08546,2.034339118179472,0.21133936426211547,Granular
06-08547,3.2341456724570725,0.28344947006245275,Granular
06-08548,2.5485419271555863,0.25067214924411363,Granular
06-09144,0.14892881860038548,0.30639359463528504,Granular
06-09145,0.33746984855829437,0.27033854173511274,Granular
06-09147,0.30318966129321956,0.23428348883494773,Granular
06-09148,0.35460994219083175,0.2408389529986141,Granular
06-09461,0.5602910657812769,-0.24754312719458094,Pellets
06-09462,0.9030929384320198,-0.32948642924042504,Pellets
06-09743,0.09750853770277451,0.3195045229626177,Granular
06-09744,0.011808069540088771,0.23428348883494773,Granular
06-09745,0.14892881860038548,0.21789482842578184,Granular
06-09746,0.20034909949799642,0.1883952396892759,Granular
06-10046,0.6631316275764999,0.11628513388893863,Granular
06-10049,0.5774311594138142,0.13267379429811182,Granular
06-10533,0.268909474028146,0.21461709634394865,Granular
06-10534,0.7488320957391857,0.23756122091678092,Granular
06-10644,-0.8451966120867693,-0.08037879102107412,Powder
06-10805,-0.0567523049900608,0.14578472262544456,Granular
06-11677,0.5602910657812769,-0.3196532329949255,Pellets
06-12370,0.6288514403114251,0.14250699054360408,Granular
06-12371,0.18320900586546027,0.19822843593477546,Granular
06-12372,0.18320900586546027,0.19495070385294955,Granular
06-12373,0.3717500358233679,0.25067214924411363,Granular
06-12594,0.18320900586546027,0.1916729717711091,Granular
06-12595,0.04608825680516234,0.18511750760744272,Granular
06-13147,0.2860495676606822,0.18511750760744272,Granular
06-13627,0.20034909949799642,0.2244502925894409,Granular
06-14186,1.3830155601430607,0.23756122091678092,Pellets
06-14187,1.3658754665105233,0.208061632180275,Pellets
06-14188,1.1944745301851518,0.050730492252267716,Pellets
06-14304,0.7831122830042605,-0.23770993094908868,Pellets
06-14423,0.18320900586546027,0.22117256050761502,Granular
06-14424,0.21748919313053383,0.2244502925894409,Granular
06-14425,0.14892881860038548,0.2441166850804473,Granular
06-14426,0.23462928676307124,0.21133936426211547,Granular
06-14462,-0.8451966120867693,-0.5458167466414369,Granular
06-14463,-0.7423560502915462,-0.4966507654139319,Granular
06-14782,0.5774311594138142,0.08023008098877363,Granular
06-14783,0.5774311594138142,0.11956286597077181,Granular
06-14784,0.3717500358233679,0.23100575675311455,Granular
06-14785,0.3717500358233679,0.208061632180275,Granular
06-15637,1.160194342920077,0.122840598052605,Pellets
06-15694,0.14892881860038548,0.2441166850804473,Granular
06-15695,0.49173069125112845,0.22772802467128136,Granular
06-15696,0.320329754925757,0.18511750760744272,Granular
06-15697,0.320329754925757,0.23100575675311455,Granular
06-16101,0.14892881860038548,0.2539498813259468,Granular
06-16102,0.14892881860038548,0.2441166850804473,Granular
06-16103,0.14892881860038548,0.23428348883494773,Granular
06-16218,1.1773344365526144,-0.2901536442584196,Pellets
